1,4,3,2,6,5,7,8,9
2,5,7,8,3,9,1,4,6
6,8,9,1,7,4,2,3,5
3,1,2,4,8,6,5,9,7
5,7,4,9,1,2,3,6,8
9,6,8,7,5,3,4,1,2
7,2,1,3,9,8,6,5,4
8,3,5,6,4,7,9,2,1
4,9,6,5,2,1,8,7,3
